"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.","Município","Ano"
"3137205","Lagoa da Prata (MG)","1986274"
"3137304","Lagoa dos Patos (MG)","59611"
"3137403","Lagoa Dourada (MG)","345418"
"3137502","Lagoa Formosa (MG)","565583"
"3137536","Lagoa Grande (MG)","292506"
"3137601","Lagoa Santa (MG)","2189391"
"3137700","Lajinha (MG)","399673"
"3137809","Lambari (MG)","405064"
"3137908","Lamim (MG)","52131"
"3138005","Laranjal (MG)","95788"
"3138104","Lassance (MG)","192541"
"3138203","Lavras (MG)","2941931"
"3138302","Leandro Ferreira (MG)","55510"
"3138351","Leme do Prado (MG)","66205"
"3138401","Leopoldina (MG)","1113027"
"3138500","Liberdade (MG)","107638"
"3138609","Lima Duarte (MG)","339660"
"3138625","Limeira do Oeste (MG)","462851"
"3138658","Lontra (MG)","93858"
"3138674","Luisburgo (MG)","132789"
"3138682","Luislândia (MG)","65474"
"3138708","Luminárias (MG)","149070"
"3138807","Luz (MG)","657025"
"3138906","Machacalis (MG)","112451"
"3139003","Machado (MG)","1373850"
"3139102","Madre de Deus de Minas (MG)","301988"
"3139201","Malacacheta (MG)","235819"
"3139250","Mamonas (MG)","60107"
"3139300","Manga (MG)","243371"
"3139409","Manhuaçu (MG)","3278527"
"3139508","Manhumirim (MG)","563494"
"3139607","Mantena (MG)","476940"
"3139706","Maravilhas (MG)","233154"
"3139805","Mar de Espanha (MG)","227578"
"3139904","Maria da Fé (MG)","203136"
"3140001","Mariana (MG)","7367378"
"3140100","Marilac (MG)","57719"
"3140159","Mário Campos (MG)","198000"
"3140209","Maripá de Minas (MG)","74979"
"3140308","Marliéria (MG)","60450"
"3140407","Marmelópolis (MG)","42794"
"3140506","Martinho Campos (MG)","474772"
"3140530","Martins Soares (MG)","215681"
"3140555","Mata Verde (MG)","91577"
"3140605","Materlândia (MG)","60534"
"3140704","Mateus Leme (MG)","1079651"
"3140803","Matias Barbosa (MG)","628205"
"3140852","Matias Cardoso (MG)","158638"
"3140902","Matipó (MG)","425322"
"3141009","Mato Verde (MG)","157578"
"3141108","Matozinhos (MG)","1506154"
"3141207","Matutina (MG)","97194"
"3141306","Medeiros (MG)","247330"
"3141405","Medina (MG)","253051"
"3141504","Mendes Pimentel (MG)","77396"
"3141603","Mercês (MG)","151768"
"3141702","Mesquita (MG)","59463"
"3141801","Minas Novas (MG)","350142"
"3141900","Minduri (MG)","163786"
"3142007","Mirabela (MG)","163017"
"3142106","Miradouro (MG)","174006"
"3142205","Miraí (MG)","334110"
"3142254","Miravânia (MG)","46808"
"3142304","Moeda (MG)","76842"
"3142403","Moema (MG)","152615"
"3142502","Monjolos (MG)","46811"
"3142601","Monsenhor Paulo (MG)","228158"
"3142700","Montalvânia (MG)","165416"
"3142809","Monte Alegre de Minas (MG)","757892"
"3142908","Monte Azul (MG)","256132"
"3143005","Monte Belo (MG)","365890"
"3143104","Monte Carmelo (MG)","1558716"
"3143153","Monte Formoso (MG)","44055"
"3143203","Monte Santo de Minas (MG)","483352"
"3143302","Montes Claros (MG)","10800251"
"3143401","Monte Sião (MG)","606448"
"3143450","Montezuma (MG)","91071"
"3143500","Morada Nova de Minas (MG)","541171"
"3143609","Morro da Garça (MG)","51051"
"3143708","Morro do Pilar (MG)","44118"
"3143807","Munhoz (MG)","128563"
"3143906","Muriaé (MG)","2655056"
"3144003","Mutum (MG)","508583"
"3144102","Muzambinho (MG)","535441"
"3144201","Nacip Raydan (MG)","37386"
"3144300","Nanuque (MG)","808599"
"3144359","Naque (MG)","90048"
"3144375","Natalândia (MG)","75129"
"3144409","Natércia (MG)","115354"
"3144508","Nazareno (MG)","668882"
"3144607","Nepomuceno (MG)","618502"
"3144656","Ninheira (MG)","126384"
"3144672","Nova Belém (MG)","83428"
"3144706","Nova Era (MG)","432891"
"3144805","Nova Lima (MG)","21042646"
"3144904","Nova Módica (MG)","58650"
"3145000","Nova Ponte (MG)","1116305"
"3145059","Nova Porteirinha (MG)","116257"
"3145109","Nova Resende (MG)","385669"
"3145208","Nova Serrana (MG)","2635892"
"3145307","Novo Cruzeiro (MG)","330447"
"3145356","Novo Oriente de Minas (MG)","121571"
"3145372","Novorizonte (MG)","70417"
"3145406","Olaria (MG)","31909"
"3145455","Olhos-d'Água (MG)","211931"
"3145505","Olímpio Noronha (MG)","43929"
"3145604","Oliveira (MG)","1105051"
"3145703","Oliveira Fortes (MG)","40532"
"3145802","Onça de Pitangui (MG)","64915"
"3145851","Oratórios (MG)","70864"
"3145877","Orizânia (MG)","122059"
"3145901","Ouro Branco (MG)","8842769"
"3146008","Ouro Fino (MG)","934189"
"3146107","Ouro Preto (MG)","9520035"
"3146206","Ouro Verde de Minas (MG)","67814"
"3146255","Padre Carvalho (MG)","58192"
"3146305","Padre Paraíso (MG)","213919"
"3146404","Paineiras (MG)","82825"
"3146503","Pains (MG)","531428"
"3146552","Pai Pedro (MG)","58645"
"3146602","Paiva (MG)","27301"
"3146701","Palma (MG)","103673"
"3146750","Palmópolis (MG)","63874"
"3146909","Papagaios (MG)","374343"
"3147006","Paracatu (MG)","7198617"
"3147105","Pará de Minas (MG)","4025297"
"3147204","Paraguaçu (MG)","650754"
"3147303","Paraisópolis (MG)","592590"
"3147402","Paraopeba (MG)","918487"
"3147501","Passabém (MG)","23595"
"3147600","Passa Quatro (MG)","472423"
"3147709","Passa Tempo (MG)","480322"
"3147808","Passa Vinte (MG)","42087"
"3147907","Passos (MG)","3024709"
"3147956","Patis (MG)","55018"
"3148004","Patos de Minas (MG)","6145130"
"3148103","Patrocínio (MG)","3678404"
"3148202","Patrocínio do Muriaé (MG)","116065"
"3148301","Paula Cândido (MG)","136815"
"3148400","Paulistas (MG)","67350"
"3148509","Pavão (MG)","93078"
"3148608","Peçanha (MG)","270148"
"3148707","Pedra Azul (MG)","401448"
"3148756","Pedra Bonita (MG)","96477"
"3148806","Pedra do Anta (MG)","57727"
"3148905","Pedra do Indaiá (MG)","116154"
"3149002","Pedra Dourada (MG)","42293"
"3149101","Pedralva (MG)","182678"
"3149150","Pedras de Maria da Cruz (MG)","109590"
"3149200","Pedrinópolis (MG)","204115"
"3149309","Pedro Leopoldo (MG)","1939056"
"3149408","Pedro Teixeira (MG)","30268"
"3149507","Pequeri (MG)","62540"
"3149606","Pequi (MG)","85506"
"3149705","Perdigão (MG)","227190"
"3149804","Perdizes (MG)","1629092"
"3149903","Perdões (MG)","627041"
"3149952","Periquito (MG)","111678"
"3150000","Pescador (MG)","47101"
"3150109","Piau (MG)","92672"
"3150158","Piedade de Caratinga (MG)","140778"
"3150208","Piedade de Ponte Nova (MG)","62735"
"3150307","Piedade do Rio Grande (MG)","110401"
"3150406","Piedade dos Gerais (MG)","89821"
"3150505","Pimenta (MG)","281722"
"3150539","Pingo-d'Água (MG)","52720"
"3150570","Pintópolis (MG)","71219"
"3150604","Piracema (MG)","303200"
"3150703","Pirajuba (MG)","403824"
"3150802","Piranga (MG)","200178"
"3150901","Piranguçu (MG)","78368"
"3151008","Piranguinho (MG)","136079"
"3151107","Pirapetinga (MG)","639090"
"3151206","Pirapora (MG)","2875259"
"3151305","Piraúba (MG)","200665"
"3151404","Pitangui (MG)","741338"
"3151503","Piumhi (MG)","1280835"
"3151602","Planura (MG)","574328"
"3151701","Poço Fundo (MG)","403867"
"3151800","Poços de Caldas (MG)","8531692"
"3151909","Pocrane (MG)","121719"
"3152006","Pompéu (MG)","1170187"
"3152105","Ponte Nova (MG)","2144994"
"3152131","Ponto Chique (MG)","52076"
"3152170","Ponto dos Volantes (MG)","122556"
"3152204","Porteirinha (MG)","526939"
"3152303","Porto Firme (MG)","130247"
"3152402","Poté (MG)","168795"
"3152501","Pouso Alegre (MG)","10720093"
"3152600","Pouso Alto (MG)","277468"
"3152709","Prados (MG)","229201"
"3152808","Prata (MG)","1293341"
"3152907","Pratápolis (MG)","228649"
"3153004","Pratinha (MG)","154731"
"3153103","Presidente Bernardes (MG)","67716"
"3153202","Presidente Juscelino (MG)","49095"
"3153301","Presidente Kubitschek (MG)","36194"
"3153400","Presidente Olegário (MG)","731489"
"3153509","Alto Jequitibá (MG)","125604"
"3153608","Prudente de Morais (MG)","203136"
"3153707","Quartel Geral (MG)","77631"
"3153806","Queluzito (MG)","40046"
"3153905","Raposos (MG)","193699"
"3154002","Raul Soares (MG)","423415"
"3154101","Recreio (MG)","123322"
"3154150","Reduto (MG)","121225"
"3154200","Resende Costa (MG)","207535"
"3154309","Resplendor (MG)","277857"
"3154408","Ressaquinha (MG)","373035"
"3154457","Riachinho (MG)","157263"
"3154507","Riacho dos Machados (MG)","532748"
"3154606","Ribeirão das Neves (MG)","5181711"
"3154705","Ribeirão Vermelho (MG)","105348"
"3154804","Rio Acima (MG)","472471"
"3154903","Rio Casca (MG)","237367"
"3155009","Rio Doce (MG)","51873"
"3155108","Rio do Prado (MG)","52673"
"3155207","Rio Espera (MG)","59610"
"3155306","Rio Manso (MG)","113745"
"3155405","Rio Novo (MG)","120108"
"3155504","Rio Paranaíba (MG)","906353"
"3155603","Rio Pardo de Minas (MG)","345467"
"3155702","Rio Piracicaba (MG)","1339301"
"3155801","Rio Pomba (MG)","417439"
"3155900","Rio Preto (MG)","69182"
"3156007","Rio Vermelho (MG)","140768"
"3156106","Ritápolis (MG)","90357"
"3156205","Rochedo de Minas (MG)","114736"
"3156304","Rodeiro (MG)","550096"
"3156403","Romaria (MG)","271547"
"3156452","Rosário da Limeira (MG)","67739"
"3156502","Rubelita (MG)","80085"
"3156601","Rubim (MG)","111720"
"3156700","Sabará (MG)","4201730"
"3156809","Sabinópolis (MG)","334745"
"3156908","Sacramento (MG)","2090987"
"3157005","Salinas (MG)","667409"
"3157104","Salto da Divisa (MG)","132072"
"3157203","Santa Bárbara (MG)","1628493"
"3157252","Santa Bárbara do Leste (MG)","111650"
"3157278","Santa Bárbara do Monte Verde (MG)","56244"
"3157302","Santa Bárbara do Tugúrio (MG)","70594"
"3157336","Santa Cruz de Minas (MG)","103519"
"3157377","Santa Cruz de Salinas (MG)","49009"
"3157401","Santa Cruz do Escalvado (MG)","76965"
"3157500","Santa Efigênia de Minas (MG)","51019"
"3157609","Santa Fé de Minas (MG)","59942"
"3157658","Santa Helena de Minas (MG)","57951"
"3157708","Santa Juliana (MG)","860482"
"3157807","Santa Luzia (MG)","5290589"
"3157906","Santa Margarida (MG)","354063"
"3158003","Santa Maria de Itabira (MG)","269043"
"3158102","Santa Maria do Salto (MG)","49995"
"3158201","Santa Maria do Suaçuí (MG)","170840"
"3158300","Santana da Vargem (MG)","242910"
"3158409","Santana de Cataguases (MG)","49933"
"3158508","Santana de Pirapama (MG)","116685"
"3158607","Santana do Deserto (MG)","47378"
"3158706","Santana do Garambéu (MG)","39157"
"3158805","Santana do Jacaré (MG)","105993"
"3158904","Santana do Manhuaçu (MG)","189846"
"3158953","Santana do Paraíso (MG)","750463"
"3159001","Santana do Riacho (MG)","103786"
"3159100","Santana dos Montes (MG)","49866"
"3159209","Santa Rita de Caldas (MG)","227955"
"3159308","Santa Rita de Jacutinga (MG)","74817"
"3159357","Santa Rita de Minas (MG)","151813"
"3159407","Santa Rita de Ibitipoca (MG)","61761"
"3159506","Santa Rita do Itueto (MG)","179081"
"3159605","Santa Rita do Sapucaí (MG)","1944614"
"3159704","Santa Rosa da Serra (MG)","102034"
"3159803","Santa Vitória (MG)","802690"
"3159902","Santo Antônio do Amparo (MG)","354432"
"3160009","Santo Antônio do Aventureiro (MG)","67920"
"3160108","Santo Antônio do Grama (MG)","85672"
"3160207","Santo Antônio do Itambé (MG)","44707"
"3160306","Santo Antônio do Jacinto (MG)","114554"
"3160405","Santo Antônio do Monte (MG)","843029"
"3160454","Santo Antônio do Retiro (MG)","70750"
"3160504","Santo Antônio do Rio Abaixo (MG)","28497"
"3160603","Santo Hipólito (MG)","50200"
"3160702","Santos Dumont (MG)","1102977"
"3160801","São Bento Abade (MG)","89310"
"3160900","São Brás do Suaçuí (MG)","80505"
"3160959","São Domingos das Dores (MG)","91417"
"3161007","São Domingos do Prata (MG)","313491"
"3161056","São Félix de Minas (MG)","43895"
"3161106","São Francisco (MG)","648148"
"3161205","São Francisco de Paula (MG)","150481"
"3161304","São Francisco de Sales (MG)","194087"
"3161403","São Francisco do Glória (MG)","72567"
"3161502","São Geraldo (MG)","264434"
"3161601","São Geraldo da Piedade (MG)","44821"
"3161650","São Geraldo do Baixio (MG)","49944"
"3161700","São Gonçalo do Abaeté (MG)","325580"
"3161809","São Gonçalo do Pará (MG)","311248"
"3161908","São Gonçalo do Rio Abaixo (MG)","7603851"
"3162005","São Gonçalo do Sapucaí (MG)","987545"
"3162104","São Gotardo (MG)","1189360"
"3162203","São João Batista do Glória (MG)","268158"
"3162252","São João da Lagoa (MG)","60418"
"3162302","São João da Mata (MG)","55082"
"3162401","São João da Ponte (MG)","268895"
"3162450","São João das Missões (MG)","92400"
"3162500","São João del Rei (MG)","3005052"
"3162559","São João do Manhuaçu (MG)","183099"
"3162575","São João do Manteninha (MG)","81243"
"3162609","São João do Oriente (MG)","101877"
"3162658","São João do Pacuí (MG)","44646"
"3162708","São João do Paraíso (MG)","285080"
"3162807","São João Evangelista (MG)","253108"
"3162906","São João Nepomuceno (MG)","506309"
"3162922","São Joaquim de Bicas (MG)","1083354"
"3162948","São José da Barra (MG)","891476"
"3162955","São José da Lapa (MG)","625195"
"3163003","São José da Safira (MG)","49560"
"3163102","São José da Varginha (MG)","114407"
"3163201","São José do Alegre (MG)","57940"
"3163300","São José do Divino (MG)","53046"
"3163409","São José do Goiabal (MG)","67388"
"3163508","São José do Jacuri (MG)","99911"
"3163607","São José do Mantimento (MG)","44175"
"3163706","São Lourenço (MG)","1177922"
"3163805","São Miguel do Anta (MG)","105089"
"3163904","São Pedro da União (MG)","148166"
"3164001","São Pedro dos Ferros (MG)","134410"
"3164100","São Pedro do Suaçuí (MG)","81787"
"3164209","São Romão (MG)","243121"
"3164308","São Roque de Minas (MG)","323185"
"3164407","São Sebastião da Bela Vista (MG)","443000"
"3164431","São Sebastião da Vargem Alegre (MG)","66816"
"3164472","São Sebastião do Anta (MG)","104241"
"3164506","São Sebastião do Maranhão (MG)","100816"
"3164605","São Sebastião do Oeste (MG)","597003"
"3164704","São Sebastião do Paraíso (MG)","2236521"
"3164803","São Sebastião do Rio Preto (MG)","25970"
"3164902","São Sebastião do Rio Verde (MG)","35692"
"3165008","São Tiago (MG)","246094"
"3165107","São Tomás de Aquino (MG)","195273"
"3165206","São Tomé das Letras (MG)","137362"
"3165305","São Vicente de Minas (MG)","206110"
"3165404","Sapucaí-Mirim (MG)","110272"
"3165503","Sardoá (MG)","68802"
"3165537","Sarzedo (MG)","2190992"
"3165552","Setubinha (MG)","122686"
"3165560","Sem-Peixe (MG)","36665"
"3165578","Senador Amaral (MG)","89448"
"3165602","Senador Cortes (MG)","38035"
"3165701","Senador Firmino (MG)","106777"
"3165800","Senador José Bento (MG)","35496"
"3165909","Senador Modestino Gonçalves (MG)","92207"
"3166006","Senhora de Oliveira (MG)","81083"
"3166105","Senhora do Porto (MG)","49778"
"3166204","Senhora dos Remédios (MG)","115769"
"3166303","Sericita (MG)","104985"
"3166402","Seritinga (MG)","45232"
"3166501","Serra Azul de Minas (MG)","45066"
"3166600","Serra da Saudade (MG)","21891"
"3166709","Serra dos Aimorés (MG)","91034"
"3166808","Serra do Salitre (MG)","983222"
"3166907","Serrania (MG)","161647"
"3166956","Serranópolis de Minas (MG)","47456"
"3167004","Serranos (MG)","38562"
"3167103","Serro (MG)","292440"
"3167202","Sete Lagoas (MG)","12659740"
"3167301","Silveirânia (MG)","35150"
"3167400","Silvianópolis (MG)","141556"
"3167509","Simão Pereira (MG)","104072"
"3167608","Simonésia (MG)","285287"
"3167707","Sobrália (MG)","67373"
"3167806","Soledade de Minas (MG)","81877"
"3167905","Tabuleiro (MG)","65731"
"3168002","Taiobeiras (MG)","557419"
"3168051","Taparuba (MG)","49070"
"3168101","Tapira (MG)","689238"
"3168200","Tapiraí (MG)","56041"
"3168309","Taquaraçu de Minas (MG)","65923"
"3168408","Tarumirim (MG)","188341"
"3168507","Teixeiras (MG)","191322"
"3168606","Teófilo Otoni (MG)","2951670"
"3168705","Timóteo (MG)","5611339"
"3168804","Tiradentes (MG)","205707"
"3168903","Tiros (MG)","379859"
"3169000","Tocantins (MG)","349691"
"3169059","Tocos do Moji (MG)","70719"
"3169109","Toledo (MG)","107161"
"3169208","Tombos (MG)","130979"
"3169307","Três Corações (MG)","2959361"
"3169356","Três Marias (MG)","3151633"
"3169406","Três Pontas (MG)","1879264"
"3169505","Tumiritinga (MG)","82915"
"3169604","Tupaciguara (MG)","946559"
"3169703","Turmalina (MG)","443706"
"3169802","Turvolândia (MG)","139820"
"3169901","Ubá (MG)","3573940"
"3170008","Ubaí (MG)","117219"
"3170057","Ubaporanga (MG)","167991"
"3170107","Uberaba (MG)","20397519"
"3170206","Uberlândia (MG)","43129285"
"3170305","Umburatiba (MG)","44172"
"3170404","Unaí (MG)","4319563"
"3170438","União de Minas (MG)","130424"
"3170479","Uruana de Minas (MG)","97097"
"3170503","Urucânia (MG)","239997"
"3170529","Urucuia (MG)","193242"
"3170578","Vargem Alegre (MG)","77331"
"3170602","Vargem Bonita (MG)","87637"
"3170651","Vargem Grande do Rio Pardo (MG)","68130"
"3170701","Varginha (MG)","8093810"
"3170750","Varjão de Minas (MG)","316199"
"3170800","Várzea da Palma (MG)","1067613"
"3170909","Varzelândia (MG)","187206"
"3171006","Vazante (MG)","1168648"
"3171030","Verdelândia (MG)","115451"
"3171071","Veredinha (MG)","133052"
"3171105","Veríssimo (MG)","170434"
"3171154","Vermelho Novo (MG)","64216"
"3171204","Vespasiano (MG)","3020537"
"3171303","Viçosa (MG)","1811859"
"3171402","Vieiras (MG)","53459"
"3171501","Mathias Lobato (MG)","43931"
"3171600","Virgem da Lapa (MG)","131604"
"3171709","Virgínia (MG)","180446"
"3171808","Virginópolis (MG)","183953"
"3171907","Virgolândia (MG)","62674"
"3172004","Visconde do Rio Branco (MG)","1351679"
"3172103","Volta Grande (MG)","140361"
"3172202","Wenceslau Braz (MG)","33088"
"3200102","Afonso Cláudio (ES)","569771"
"3200136","Águia Branca (ES)","246004"
"3200169","Água Doce do Norte (ES)","184402"
"3200201","Alegre (ES)","575138"
"3200300","Alfredo Chaves (ES)","457719"
"3200359","Alto Rio Novo (ES)","113034"
"3200409","Anchieta (ES)","5764148"
"3200508","Apiacá (ES)","118193"
"3200607","Aracruz (ES)","5313106"
"3200706","Atílio Vivácqua (ES)","360866"
"3200805","Baixo Guandu (ES)","928265"
"3200904","Barra de São Francisco (ES)","1165006"
"3201001","Boa Esperança (ES)","271044"
"3201100","Bom Jesus do Norte (ES)","186832"
"3201159","Brejetuba (ES)","294750"
"3201209","Cachoeiro de Itapemirim (ES)","6146964"
"3201308","Cariacica (ES)","13698973"
"3201407","Castelo (ES)","1170595"
"3201506","Colatina (ES)","4378306"
"3201605","Conceição da Barra (ES)","607069"
"3201704","Conceição do Castelo (ES)","279078"
"3201803","Divino de São Lourenço (ES)","82578"
"3201902","Domingos Martins (ES)","957684"
"3202009","Dores do Rio Preto (ES)","159782"
"3202108","Ecoporanga (ES)","411089"
"3202207","Fundão (ES)","468479"
"3202256","Governador Lindenberg (ES)","334329"
"3202306","Guaçuí (ES)","612495"
"3202405","Guarapari (ES)","2537472"
"3202454","Ibatiba (ES)","450090"
"3202504","Ibiraçu (ES)","289514"
"3202553","Ibitirama (ES)","171983"
"3202603","Iconha (ES)","314849"
"3202652","Irupi (ES)","236224"
"3202702","Itaguaçu (ES)","325867"
"3202801","Itapemirim (ES)","5744186"
"3202900","Itarana (ES)","266030"
"3203007","Iúna (ES)","538444"
"3203056","Jaguaré (ES)","963635"
"3203106","Jerônimo Monteiro (ES)","172125"
"3203130","João Neiva (ES)","646255"
"3203163","Laranja da Terra (ES)","187688"
"3203205","Linhares (ES)","8036008"
"3203304","Mantenópolis (ES)","203075"
"3203320","Marataízes (ES)","6659696"
"3203346","Marechal Floriano (ES)","516906"
"3203353","Marilândia (ES)","312886"
"3203403","Mimoso do Sul (ES)","607415"
"3203502","Montanha (ES)","410506"
"3203601","Mucurici (ES)","96748"
"3203700","Muniz Freire (ES)","383338"
"3203809","Muqui (ES)","234321"
"3203908","Nova Venécia (ES)","1339644"
"3204005","Pancas (ES)","358499"
"3204054","Pedro Canário (ES)","401437"
"3204104","Pinheiros (ES)","861702"
"3204203","Piúma (ES)","876050"
"3204252","Ponto Belo (ES)","107548"
"3204302","Presidente Kennedy (ES)","6811825"
"3204351","Rio Bananal (ES)","525682"
"3204401","Rio Novo do Sul (ES)","229883"
"3204500","Santa Leopoldina (ES)","330158"
"3204559","Santa Maria de Jetibá (ES)","1631424"
"3204609","Santa Teresa (ES)","577185"
"3204658","São Domingos do Norte (ES)","331339"
"3204708","São Gabriel da Palha (ES)","762065"
"3204807","São José do Calçado (ES)","203596"
"3204906","São Mateus (ES)","2947644"
"3204955","São Roque do Canaã (ES)","228984"
"3205002","Serra (ES)","37279406"
"3205010","Sooretama (ES)","667529"
"3205036","Vargem Alta (ES)","430100"
"3205069","Venda Nova do Imigrante (ES)","702153"
"3205101","Viana (ES)","4227568"
"3205150","Vila Pavão (ES)","180643"
"3205176","Vila Valério (ES)","434064"
"3205200","Vila Velha (ES)","16305842"
"3205309","Vitória (ES)","31423573"
"3300100","Angra dos Reis (RJ)","11194244"
"3300159","Aperibé (RJ)","249125"
"3300209","Araruama (RJ)","4234265"
"3300225","Areal (RJ)","427444"
"3300233","Armação dos Búzios (RJ)","2970333"
"3300258","Arraial do Cabo (RJ)","2705477"
"3300308","Barra do Piraí (RJ)","2713911"
"3300407","Barra Mansa (RJ)","6449309"
"3300456","Belford Roxo (RJ)","8839808"
"3300506","Bom Jardim (RJ)","887304"
"3300605","Bom Jesus do Itabapoana (RJ)","908167"
"3300704","Cabo Frio (RJ)","12359627"
"3300803","Cachoeiras de Macacu (RJ)","1305514"
"3300902","Cambuci (RJ)","400563"
"3300936","Carapebus (RJ)","726769"
"3300951","Comendador Levy Gasparian (RJ)","603975"
"3301009","Campos dos Goytacazes (RJ)","37179860"
"3301108","Cantagalo (RJ)","841421"
"3301157","Cardoso Moreira (RJ)","395482"
"3301207","Carmo (RJ)","561153"
"3301306","Casimiro de Abreu (RJ)","2352168"
"3301405","Conceição de Macabu (RJ)","434144"
"3301504","Cordeiro (RJ)","456176"
"3301603","Duas Barras (RJ)","249220"
"3301702","Duque de Caxias (RJ)","53136666"
"3301801","Engenheiro Paulo de Frontin (RJ)","406744"
"3301850","Guapimirim (RJ)","1364014"
"3301876","Iguaba Grande (RJ)","631409"
"3301900","Itaboraí (RJ)","5640738"
"3302007","Itaguaí (RJ)","10502749"
"3302056","Italva (RJ)","418766"
"3302106","Itaocara (RJ)","635896"
"3302205","Itaperuna (RJ)","3394972"
"3302254","Itatiaia (RJ)","6893431"
"3302270","Japeri (RJ)","1530205"
"3302304","Laje do Muriaé (RJ)","184165"
"3302403","Macaé (RJ)","17747016"
"3302452","Macuco (RJ)","214875"
"3302502","Magé (RJ)","4765844"
"3302601","Mangaratiba (RJ)","3211900"
"3302700","Maricá (RJ)","85814296"
"3302809","Mendes (RJ)","357694"
"3302858","Mesquita (RJ)","2619229"
"3302908","Miguel Pereira (RJ)","632510"
"3303005","Miracema (RJ)","662192"
"3303104","Natividade (RJ)","324266"
"3303203","Nilópolis (RJ)","3059486"
"3303302","Niterói (RJ)","66345730"
"3303401","Nova Friburgo (RJ)","6324935"
"3303500","Nova Iguaçu (RJ)","17794593"
"3303609","Paracambi (RJ)","1162885"
"3303708","Paraíba do Sul (RJ)","1253032"
"3303807","Paraty (RJ)","1955303"
"3303856","Paty do Alferes (RJ)","684863"
"3303906","Petrópolis (RJ)","15665448"
"3303955","Pinheiral (RJ)","1452647"
"3304003","Piraí (RJ)","2449990"
"3304102","Porciúncula (RJ)","415950"
"3304110","Porto Real (RJ)","4245742"
"3304128","Quatis (RJ)","305015"
"3304144","Queimados (RJ)","4361718"
"3304151","Quissamã (RJ)","5996913"
"3304201","Resende (RJ)","10754410"
"3304300","Rio Bonito (RJ)","1831415"
"3304409","Rio Claro (RJ)","435971"
"3304508","Rio das Flores (RJ)","294391"
"3304524","Rio das Ostras (RJ)","8949070"
"3304557","Rio de Janeiro (RJ)","359634753"
"3304607","Santa Maria Madalena (RJ)","234582"
"3304706","Santo Antônio de Pádua (RJ)","1284644"
"3304755","São Francisco de Itabapoana (RJ)","1184531"
"3304805","São Fidélis (RJ)","845192"
"3304904","São Gonçalo (RJ)","20324883"
"3305000","São João da Barra (RJ)","9886875"
"3305109","São João de Meriti (RJ)","8963782"
"3305133","São José de Ubá (RJ)","196862"
"3305158","São José do Vale do Rio Preto (RJ)","738568"
"3305208","São Pedro da Aldeia (RJ)","2743661"
"3305307","São Sebastião do Alto (RJ)","241289"
"3305406","Sapucaia (RJ)","1000575"
"3305505","Saquarema (RJ)","42178208"
"3305554","Seropédica (RJ)","4777037"
"3305604","Silva Jardim (RJ)","602644"
"3305703","Sumidouro (RJ)","600127"
"3305752","Tanguá (RJ)","694549"
"3305802","Teresópolis (RJ)","5923947"
"3305901","Trajano de Moraes (RJ)","242020"
"3306008","Três Rios (RJ)","6348173"
"3306107","Valença (RJ)","3122612"
"3306156","Varre-Sai (RJ)","264154"
"3306206","Vassouras (RJ)","1321272"
"3306305","Volta Redonda (RJ)","19671281"
"3500105","Adamantina (SP)","1370866"
"3500204","Adolfo (SP)","115490"
"3500303","Aguaí (SP)","1314737"
"3500402","Águas da Prata (SP)","209004"
"3500501","Águas de Lindóia (SP)","585604"
"3500550","Águas de Santa Bárbara (SP)","217296"
"3500600","Águas de São Pedro (SP)","147855"
"3500709","Agudos (SP)","2638623"
"3500758","Alambari (SP)","129390"
"3500808","Alfredo Marcondes (SP)","120355"
"3500907","Altair (SP)","112274"
"3501004","Altinópolis (SP)","833396"
"3501103","Alto Alegre (SP)","113585"
"3501152","Alumínio (SP)","3982313"
"3501202","Álvares Florence (SP)","124351"
"3501301","Álvares Machado (SP)","709876"
"3501400","Álvaro de Carvalho (SP)","58586"
"3501509","Alvinlândia (SP)","58405"
"3501608","Americana (SP)","15217280"
"3501707","Américo Brasiliense (SP)","1230444"
"3501806","Américo de Campos (SP)","126802"
"3501905","Amparo (SP)","5152156"
"3502002","Analândia (SP)","208314"
"3502101","Andradina (SP)","2845285"
"3502200","Angatuba (SP)","1474152"
"3502309","Anhembi (SP)","169558"
"3502408","Anhumas (SP)","105621"
"3502507","Aparecida (SP)","1041067"
"3502606","Aparecida d'Oeste (SP)","151540"
"3502705","Apiaí (SP)","897713"
"3502754","Araçariguama (SP)","4814504"
"3502804","Araçatuba (SP)","9017958"
"3502903","Araçoiaba da Serra (SP)","1205884"
"3503000","Aramina (SP)","150277"
"3503109","Arandu (SP)","194818"
"3503158","Arapeí (SP)","45568"
"3503208","Araraquara (SP)","11953237"
"3503307","Araras (SP)","6942567"
"3503356","Arco-Íris (SP)","62096"
"3503406","Arealva (SP)","227083"
"3503505","Areias (SP)","58113"
"3503604","Areiópolis (SP)","163060"
"3503703","Ariranha (SP)","1136911"
"3503802","Artur Nogueira (SP)","1721737"
"3503901","Arujá (SP)","8293370"
"3503950","Aspásia (SP)","39546"
"3504008","Assis (SP)","4082516"
"3504107","Atibaia (SP)","8361032"
"3504206","Auriflama (SP)","358544"
"3504305","Avaí (SP)","376094"
