"Tabela 5938 - Produto interno bruto a preços correntes, impostos, líquidos de subsídios, sobre produtos a preços correntes e valor adicionado bruto a preços correntes total e por atividade econômica, e respectivas participações - Referência 2010"
"Variável - Produto Interno Bruto a preços correntes (Mil Reais)"
"Cód.","Município","Ano"
"3504404","Avanhandava (SP)","199389"
"3504503","Avaré (SP)","3278922"
"3504602","Bady Bassitt (SP)","551849"
"3504701","Balbinos (SP)","65400"
"3504800","Bálsamo (SP)","278642"
"3504909","Bananal (SP)","216018"
"3505005","Barão de Antonina (SP)","74956"
"3505104","Barbosa (SP)","109125"
"3505203","Bariri (SP)","1623406"
"3505302","Barra Bonita (SP)","1515653"
"3505351","Barra do Chapéu (SP)","133738"
"3505401","Barra do Turvo (SP)","125821"
"3505500","Barretos (SP)","5903516"
"3505609","Barrinha (SP)","624816"
"3505708","Barueri (SP)","58027667"
"3505807","Bastos (SP)","1067217"
"3505906","Batatais (SP)","2416803"
"3506003","Bauru (SP)","16721368"
"3506102","Bebedouro (SP)","4080485"
"3506201","Bento de Abreu (SP)","210460"
"3506300","Bernardino de Campos (SP)","377950"
"3506359","Bertioga (SP)","2067677"
"3506409","Bilac (SP)","292577"
"3506508","Birigui (SP)","3947388"
"3506607","Biritiba Mirim (SP)","971016"
"3506706","Boa Esperança do Sul (SP)","380753"
"3506805","Bocaina (SP)","281964"
"3506904","Bofete (SP)","212434"
"3507001","Boituva (SP)","3393229"
"3507100","Bom Jesus dos Perdões (SP)","1463036"
"3507159","Bom Sucesso de Itararé (SP)","63857"
"3507209","Borá (SP)","74195"
"3507308","Boracéia (SP)","519153"
"3507407","Borborema (SP)","518182"
"3507456","Borebi (SP)","73943"
"3507506","Botucatu (SP)","5979359"
"3507605","Bragança Paulista (SP)","7954300"
"3507704","Braúna (SP)","120687"
"3507753","Brejo Alegre (SP)","75675"
"3507803","Brodowski (SP)","894831"
"3507902","Brotas (SP)","1123987"
"3508009","Buri (SP)","684130"
"3508108","Buritama (SP)","627565"
"3508207","Buritizal (SP)","244488"
"3508306","Cabrália Paulista (SP)","102882"
"3508405","Cabreúva (SP)","5961333"
"3508504","Caçapava (SP)","5214553"
"3508603","Cachoeira Paulista (SP)","673632"
"3508702","Caconde (SP)","574395"
"3508801","Cafelândia (SP)","682544"
"3508900","Caiabu (SP)","69806"
"3509007","Caieiras (SP)","4858858"
"3509106","Caiuá (SP)","96255"
"3509205","Cajamar (SP)","22713160"
"3509254","Cajati (SP)","1755226"
"3509304","Cajobi (SP)","170916"
"3509403","Cajuru (SP)","761749"
"3509452","Campina do Monte Alegre (SP)","151087"
"3509502","Campinas (SP)","72946775"
"3509601","Campo Limpo Paulista (SP)","2530950"
"3509700","Campos do Jordão (SP)","1449808"
"3509809","Campos Novos Paulista (SP)","194705"
"3509908","Cananéia (SP)","264410"
"3509957","Canas (SP)","130060"
"3510005","Cândido Mota (SP)","1518347"
"3510104","Cândido Rodrigues (SP)","107108"
"3510153","Canitar (SP)","164319"
"3510203","Capão Bonito (SP)","1269097"
"3510302","Capela do Alto (SP)","392354"
"3510401","Capivari (SP)","2990810"
"3510500","Caraguatatuba (SP)","4532236"
"3510609","Carapicuíba (SP)","6854706"
"3510708","Cardoso (SP)","321120"
"3510807","Casa Branca (SP)","1179142"
"3510906","Cássia dos Coqueiros (SP)","293111"
"3511003","Castilho (SP)","1388287"
"3511102","Catanduva (SP)","5218361"
"3511201","Catiguá (SP)","152902"
"3511300","Cedral (SP)","533104"
"3511409","Cerqueira César (SP)","956914"
"3511508","Cerquilho (SP)","2343906"
"3511607","Cesário Lange (SP)","740569"
"3511706","Charqueada (SP)","515123"
"3511904","Clementina (SP)","186411"
"3512001","Colina (SP)","1541673"
"3512100","Colômbia (SP)","373219"
"3512209","Conchal (SP)","859274"
"3512308","Conchas (SP)","432993"
"3512407","Cordeirópolis (SP)","4107826"
"3512506","Coroados (SP)","218777"
"3512605","Coronel Macedo (SP)","141158"
"3512704","Corumbataí (SP)","345026"
"3512803","Cosmópolis (SP)","2109640"
"3512902","Cosmorama (SP)","506809"
"3513009","Cotia (SP)","16114165"
"3513108","Cravinhos (SP)","1753137"
"3513207","Cristais Paulista (SP)","346566"
"3513306","Cruzália (SP)","137664"
"3513405","Cruzeiro (SP)","3182373"
"3513504","Cubatão (SP)","21946472"
"3513603","Cunha (SP)","326362"
"3513702","Descalvado (SP)","2081162"
"3513801","Diadema (SP)","18484356"
"3513850","Dirce Reis (SP)","69827"
"3513900","Divinolândia (SP)","491457"
"3514007","Dobrada (SP)","138927"
"3514106","Dois Córregos (SP)","835299"
"3514205","Dolcinópolis (SP)","58947"
"3514304","Dourado (SP)","802299"
"3514403","Dracena (SP)","1444978"
"3514502","Duartina (SP)","252626"
"3514601","Dumont (SP)","342332"
"3514700","Echaporã (SP)","152432"
"3514809","Eldorado (SP)","329349"
"3514908","Elias Fausto (SP)","1004655"
"3514924","Elisiário (SP)","76051"
"3514957","Embaúba (SP)","57200"
"3515004","Embu das Artes (SP)","14314754"
"3515103","Embu-Guaçu (SP)","1456125"
"3515129","Emilianópolis (SP)","79175"
"3515152","Engenheiro Coelho (SP)","661053"
"3515186","Espírito Santo do Pinhal (SP)","2065824"
"3515194","Espírito Santo do Turvo (SP)","91772"
"3515202","Estrela d'Oeste (SP)","753257"
"3515301","Estrela do Norte (SP)","62446"
"3515350","Euclides da Cunha Paulista (SP)","136498"
"3515400","Fartura (SP)","473712"
"3515509","Fernandópolis (SP)","2468766"
"3515608","Fernando Prestes (SP)","205594"
"3515657","Fernão (SP)","80954"
"3515707","Ferraz de Vasconcelos (SP)","4740673"
"3515806","Flora Rica (SP)","42156"
"3515905","Floreal (SP)","81886"
"3516002","Flórida Paulista (SP)","264841"
"3516101","Florínea (SP)","171949"
"3516200","Franca (SP)","11276086"
"3516309","Francisco Morato (SP)","1872467"
"3516408","Franco da Rocha (SP)","4297871"
"3516507","Gabriel Monteiro (SP)","93705"
"3516606","Gália (SP)","172719"
"3516705","Garça (SP)","1725228"
"3516804","Gastão Vidigal (SP)","85828"
"3516853","Gavião Peixoto (SP)","1184185"
"3516903","General Salgado (SP)","275099"
"3517000","Getulina (SP)","215988"
"3517109","Glicério (SP)","125314"
"3517208","Guaiçara (SP)","232241"
"3517307","Guaimbê (SP)","442962"
"3517406","Guaíra (SP)","2704845"
"3517505","Guapiaçu (SP)","896415"
"3517604","Guapiara (SP)","439112"
"3517703","Guará (SP)","618205"
"3517802","Guaraçaí (SP)","326572"
"3517901","Guaraci (SP)","375453"
"3518008","Guarani d'Oeste (SP)","37040"
"3518107","Guarantã (SP)","196319"
"3518206","Guararapes (SP)","1199678"
"3518305","Guararema (SP)","1546741"
"3518404","Guaratinguetá (SP)","7877882"
"3518503","Guareí (SP)","313681"
"3518602","Guariba (SP)","1135134"
"3518701","Guarujá (SP)","10494252"
"3518800","Guarulhos (SP)","77376467"
"3518859","Guatapará (SP)","245363"
"3518909","Guzolândia (SP)","93585"
"3519006","Herculândia (SP)","355955"
"3519055","Holambra (SP)","1463401"
"3519071","Hortolândia (SP)","18377822"
"3519105","Iacanga (SP)","658010"
"3519204","Iacri (SP)","316795"
"3519253","Iaras (SP)","168922"
"3519303","Ibaté (SP)","1159253"
"3519402","Ibirá (SP)","318126"
"3519501","Ibirarema (SP)","244614"
"3519600","Ibitinga (SP)","1965223"
"3519709","Ibiúna (SP)","2370586"
"3519808","Icém (SP)","209289"
"3519907","Iepê (SP)","434356"
"3520004","Igaraçu do Tietê (SP)","381185"
"3520103","Igarapava (SP)","1299637"
"3520202","Igaratá (SP)","240165"
"3520301","Iguape (SP)","1588620"
"3520400","Ilhabela (SP)","13956618"
"3520426","Ilha Comprida (SP)","1363561"
"3520442","Ilha Solteira (SP)","706075"
"3520509","Indaiatuba (SP)","22817117"
"3520608","Indiana (SP)","86968"
"3520707","Indiaporã (SP)","111103"
"3520806","Inúbia Paulista (SP)","136681"
"3520905","Ipaussu (SP)","499099"
"3521002","Iperó (SP)","969694"
"3521101","Ipeúna (SP)","947912"
"3521150","Ipiguá (SP)","124259"
"3521200","Iporanga (SP)","63459"
"3521309","Ipuã (SP)","442715"
"3521408","Iracemápolis (SP)","2127925"
"3521507","Irapuã (SP)","186223"
"3521606","Irapuru (SP)","109595"
"3521705","Itaberá (SP)","1016119"
"3521804","Itaí (SP)","924897"
"3521903","Itajobi (SP)","935220"
"3522000","Itaju (SP)","232257"
"3522109","Itanhaém (SP)","2369275"
"3522158","Itaoca (SP)","53345"
"3522208","Itapecerica da Serra (SP)","4909299"
"3522307","Itapetininga (SP)","6359723"
"3522406","Itapeva (SP)","3788992"
"3522505","Itapevi (SP)","12854995"
"3522604","Itapira (SP)","4756331"
"3522653","Itapirapuã Paulista (SP)","52590"
"3522703","Itápolis (SP)","1630820"
"3522802","Itaporanga (SP)","305514"
"3522901","Itapuí (SP)","1003729"
"3523008","Itapura (SP)","104628"
"3523107","Itaquaquecetuba (SP)","9519618"
"3523206","Itararé (SP)","1182424"
"3523305","Itariri (SP)","438980"
"3523404","Itatiba (SP)","8245498"
"3523503","Itatinga (SP)","396660"
"3523602","Itirapina (SP)","1273184"
"3523701","Itirapuã (SP)","161835"
"3523800","Itobi (SP)","198366"
"3523909","Itu (SP)","10540813"
"3524006","Itupeva (SP)","8423279"
"3524105","Ituverava (SP)","1907193"
"3524204","Jaborandi (SP)","153278"
"3524303","Jaboticabal (SP)","3601183"
"3524402","Jacareí (SP)","16094435"
"3524501","Jaci (SP)","676808"
"3524600","Jacupiranga (SP)","531089"
"3524709","Jaguariúna (SP)","13981302"
"3524808","Jales (SP)","1982125"
"3524907","Jambeiro (SP)","352904"
"3525003","Jandira (SP)","4908360"
"3525102","Jardinópolis (SP)","1580760"
"3525201","Jarinu (SP)","2997400"
"3525300","Jaú (SP)","5582395"
"3525409","Jeriquara (SP)","168937"
"3525508","Joanópolis (SP)","261558"
"3525607","João Ramalho (SP)","148675"
"3525706","José Bonifácio (SP)","1381751"
"3525805","Júlio Mesquita (SP)","58843"
"3525854","Jumirim (SP)","214000"
"3525904","Jundiaí (SP)","57670893"
"3526001","Junqueirópolis (SP)","807879"
"3526100","Juquiá (SP)","366459"
"3526209","Juquitiba (SP)","573997"
"3526308","Lagoinha (SP)","73967"
"3526407","Laranjal Paulista (SP)","1411101"
"3526506","Lavínia (SP)","184896"
"3526605","Lavrinhas (SP)","133317"
"3526704","Leme (SP)","4101867"
"3526803","Lençóis Paulista (SP)","4924228"
"3526902","Limeira (SP)","16060739"
"3527009","Lindóia (SP)","246179"
"3527108","Lins (SP)","6763890"
"3527207","Lorena (SP)","3876663"
"3527256","Lourdes (SP)","43489"
"3527306","Louveira (SP)","19677151"
"3527405","Lucélia (SP)","584271"
"3527504","Lucianópolis (SP)","70465"
"3527603","Luís Antônio (SP)","1556607"
"3527702","Luiziânia (SP)","93809"
"3527801","Lupércio (SP)","98337"
"3527900","Lutécia (SP)","101173"
"3528007","Macatuba (SP)","643783"
"3528106","Macaubal (SP)","196952"
"3528205","Macedônia (SP)","90931"
"3528304","Magda (SP)","104128"
"3528403","Mairinque (SP)","2695116"
"3528502","Mairiporã (SP)","2288092"
"3528601","Manduri (SP)","291908"
"3528700","Marabá Paulista (SP)","157011"
"3528809","Maracaí (SP)","517398"
"3528858","Marapoama (SP)","119694"
"3528908","Mariápolis (SP)","76482"
"3529005","Marília (SP)","9755960"
"3529104","Marinópolis (SP)","40067"
"3529203","Martinópolis (SP)","754950"
"3529302","Matão (SP)","5356571"
"3529401","Mauá (SP)","20776213"
"3529500","Mendonça (SP)","374785"
"3529609","Meridiano (SP)","393842"
"3529658","Mesópolis (SP)","81615"
"3529708","Miguelópolis (SP)","1016137"
"3529807","Mineiros do Tietê (SP)","226257"
"3529906","Miracatu (SP)","456953"
"3530003","Mira Estrela (SP)","70362"
"3530102","Mirandópolis (SP)","738742"
"3530201","Mirante do Paranapanema (SP)","606917"
"3530300","Mirassol (SP)","2660334"
"3530409","Mirassolândia (SP)","213295"
"3530508","Mococa (SP)","3043692"
"3530607","Mogi das Cruzes (SP)","19604517"
"3530706","Mogi Guaçu (SP)","6865386"
"3530805","Mogi Mirim (SP)","6313564"
"3530904","Mombuca (SP)","124517"
"3531001","Monções (SP)","58262"
"3531100","Mongaguá (SP)","1254605"
"3531209","Monte Alegre do Sul (SP)","252218"
"3531308","Monte Alto (SP)","2435240"
"3531407","Monte Aprazível (SP)","766600"
"3531506","Monte Azul Paulista (SP)","639162"
"3531605","Monte Castelo (SP)","128088"
"3531704","Monteiro Lobato (SP)","83030"
"3531803","Monte Mor (SP)","4317764"
"3531902","Morro Agudo (SP)","1225918"
"3532009","Morungaba (SP)","633324"
"3532058","Motuca (SP)","120696"
"3532108","Murutinga do Sul (SP)","88027"
"3532157","Nantes (SP)","142301"
"3532207","Narandiba (SP)","639076"
"3532306","Natividade da Serra (SP)","93391"
"3532405","Nazaré Paulista (SP)","465371"
"3532504","Neves Paulista (SP)","276248"
"3532603","Nhandeara (SP)","367777"
"3532702","Nipoã (SP)","95892"
"3532801","Nova Aliança (SP)","325933"
"3532827","Nova Campina (SP)","221079"
"3532843","Nova Canaã Paulista (SP)","46305"
"3532868","Nova Castilho (SP)","60665"
"3532900","Nova Europa (SP)","377461"
"3533007","Nova Granada (SP)","512829"
"3533106","Nova Guataporanga (SP)","36775"
"3533205","Nova Independência (SP)","213155"
"3533254","Novais (SP)","78660"
"3533304","Nova Luzitânia (SP)","60214"
"3533403","Nova Odessa (SP)","4020494"
"3533502","Novo Horizonte (SP)","1585955"
"3533601","Nuporanga (SP)","868092"
"3533700","Ocauçu (SP)","141366"
"3533809","Óleo (SP)","128272"
"3533908","Olímpia (SP)","2551145"
"3534005","Onda Verde (SP)","205636"
"3534104","Oriente (SP)","129763"
"3534203","Orindiúva (SP)","640841"
"3534302","Orlândia (SP)","2579406"
"3534401","Osasco (SP)","86111260"
"3534500","Oscar Bressane (SP)","112882"
"3534609","Osvaldo Cruz (SP)","1087490"
"3534708","Ourinhos (SP)","3961571"
"3534757","Ouroeste (SP)","548740"
"3534807","Ouro Verde (SP)","134986"
"3534906","Pacaembu (SP)","217695"
"3535002","Palestina (SP)","420420"
"3535101","Palmares Paulista (SP)","136419"
"3535200","Palmeira d'Oeste (SP)","215050"
"3535309","Palmital (SP)","900627"
"3535408","Panorama (SP)","317826"
"3535507","Paraguaçu Paulista (SP)","1801748"
"3535606","Paraibuna (SP)","351772"
"3535705","Paraíso (SP)","275313"
"3535804","Paranapanema (SP)","945145"
"3535903","Paranapuã (SP)","133065"
"3536000","Parapuã (SP)","741786"
"3536109","Pardinho (SP)","368271"
"3536208","Pariquera-Açu (SP)","586024"
"3536257","Parisi (SP)","53620"
"3536307","Patrocínio Paulista (SP)","1360809"
"3536406","Paulicéia (SP)","200145"
"3536505","Paulínia (SP)","52389437"
"3536570","Paulistânia (SP)","48637"
"3536604","Paulo de Faria (SP)","269675"
"3536703","Pederneiras (SP)","3066261"
"3536802","Pedra Bela (SP)","118076"
"3536901","Pedranópolis (SP)","79887"
"3537008","Pedregulho (SP)","1731364"
"3537107","Pedreira (SP)","1502008"
"3537156","Pedrinhas Paulista (SP)","176652"
"3537206","Pedro de Toledo (SP)","178609"
"3537305","Penápolis (SP)","2082458"
"3537404","Pereira Barreto (SP)","1087485"
"3537503","Pereiras (SP)","317964"
"3537602","Peruíbe (SP)","1966247"
"3537701","Piacatu (SP)","119025"
"3537800","Piedade (SP)","1597083"
"3537909","Pilar do Sul (SP)","1276180"
"3538006","Pindamonhangaba (SP)","13742498"
"3538105","Pindorama (SP)","498801"
"3538204","Pinhalzinho (SP)","314651"
"3538303","Piquerobi (SP)","67093"
"3538501","Piquete (SP)","197854"
"3538600","Piracaia (SP)","661696"
"3538709","Piracicaba (SP)","34555724"
"3538808","Piraju (SP)","926203"
"3538907","Pirajuí (SP)","540058"
"3539004","Pirangi (SP)","364798"
"3539103","Pirapora do Bom Jesus (SP)","826672"
"3539202","Pirapozinho (SP)","927781"
"3539301","Pirassununga (SP)","3312332"
"3539400","Piratininga (SP)","278467"
"3539509","Pitangueiras (SP)","1389561"
"3539608","Planalto (SP)","193762"
"3539707","Platina (SP)","120019"
"3539806","Poá (SP)","3769347"
"3539905","Poloni (SP)","154423"
"3540002","Pompéia (SP)","1951861"
"3540101","Pongaí (SP)","94399"
"3540200","Pontal (SP)","1462865"
"3540259","Pontalinda (SP)","98030"
"3540309","Pontes Gestal (SP)","126663"
"3540408","Populina (SP)","117260"
"3540507","Porangaba (SP)","233734"
"3540606","Porto Feliz (SP)","3754666"
"3540705","Porto Ferreira (SP)","2495873"
"3540754","Potim (SP)","308459"
"3540804","Potirendaba (SP)","620169"
"3540853","Pracinha (SP)","40969"
"3540903","Pradópolis (SP)","1096526"
"3541000","Praia Grande (SP)","8727831"
"3541059","Pratânia (SP)","126367"
"3541109","Presidente Alves (SP)","77333"
"3541208","Presidente Bernardes (SP)","331914"
"3541307","Presidente Epitácio (SP)","1325522"
"3541406","Presidente Prudente (SP)","9242192"
"3541505","Presidente Venceslau (SP)","823130"
"3541604","Promissão (SP)","2115365"
"3541653","Quadra (SP)","144523"
"3541703","Quatá (SP)","821159"
"3541802","Queiroz (SP)","684733"
"3541901","Queluz (SP)","388523"
"3542008","Quintana (SP)","276284"
"3542107","Rafard (SP)","442883"
"3542206","Rancharia (SP)","1381836"
"3542305","Redenção da Serra (SP)","66825"
"3542404","Regente Feijó (SP)","983725"
"3542503","Reginópolis (SP)","184875"
"3542602","Registro (SP)","2357409"
"3542701","Restinga (SP)","211752"
"3542800","Ribeira (SP)","62081"
"3542909","Ribeirão Bonito (SP)","371778"
"3543006","Ribeirão Branco (SP)","595499"
"3543105","Ribeirão Corrente (SP)","319058"
"3543204","Ribeirão do Sul (SP)","224363"
"3543238","Ribeirão dos Índios (SP)","47001"
"3543253","Ribeirão Grande (SP)","116992"
"3543303","Ribeirão Pires (SP)","3891003"
"3543402","Ribeirão Preto (SP)","39955572"
"3543501","Riversul (SP)","92796"
"3543600","Rifaina (SP)","191158"
"3543709","Rincão (SP)","226043"
"3543808","Rinópolis (SP)","349026"
"3543907","Rio Claro (SP)","13245336"
"3544004","Rio das Pedras (SP)","1787681"
"3544103","Rio Grande da Serra (SP)","960727"
"3544202","Riolândia (SP)","268963"
"3544251","Rosana (SP)","1928456"
"3544301","Roseira (SP)","374786"
"3544400","Rubiácea (SP)","78950"
"3544509","Rubinéia (SP)","102857"
"3544608","Sabino (SP)","175476"
"3544707","Sagres (SP)","54769"
"3544806","Sales (SP)","169480"
"3544905","Sales Oliveira (SP)","417237"
"3545001","Salesópolis (SP)","251752"
"3545100","Salmourão (SP)","96895"
"3545159","Saltinho (SP)","377871"
"3545209","Salto (SP)","9303487"
"3545308","Salto de Pirapora (SP)","2221477"
"3545407","Salto Grande (SP)","273943"
"3545506","Sandovalina (SP)","318810"
"3545605","Santa Adélia (SP)","382546"
"3545704","Santa Albertina (SP)","214791"
"3545803","Santa Bárbara d'Oeste (SP)","7825507"
"3546009","Santa Branca (SP)","312819"
"3546108","Santa Clara d'Oeste (SP)","96783"
"3546207","Santa Cruz da Conceição (SP)","161651"
"3546256","Santa Cruz da Esperança (SP)","63457"
"3546306","Santa Cruz das Palmeiras (SP)","655974"
"3546405","Santa Cruz do Rio Pardo (SP)","2786906"
"3546504","Santa Ernestina (SP)","104373"
"3546603","Santa Fé do Sul (SP)","1344881"
"3546702","Santa Gertrudes (SP)","3895818"
"3546801","Santa Isabel (SP)","1658733"
"3546900","Santa Lúcia (SP)","131128"
"3547007","Santa Maria da Serra (SP)","153024"
"3547106","Santa Mercedes (SP)","69068"
"3547205","Santana da Ponte Pensa (SP)","39913"
"3547304","Santana de Parnaíba (SP)","11544903"
"3547403","Santa Rita d'Oeste (SP)","68135"
"3547502","Santa Rita do Passa Quatro (SP)","825835"
"3547601","Santa Rosa de Viterbo (SP)","833444"
"3547650","Santa Salete (SP)","42106"
"3547700","Santo Anastácio (SP)","555801"
"3547809","Santo André (SP)","32620295"
"3547908","Santo Antônio da Alegria (SP)","211522"
"3548005","Santo Antônio de Posse (SP)","1870734"
"3548054","Santo Antônio do Aracanguá (SP)","289678"
"3548104","Santo Antônio do Jardim (SP)","222833"
"3548203","Santo Antônio do Pinhal (SP)","148429"
"3548302","Santo Expedito (SP)","47273"
"3548401","Santópolis do Aguapeí (SP)","80653"
"3548500","Santos (SP)","24090173"
"3548609","São Bento do Sapucaí (SP)","406647"
"3548708","São Bernardo do Campo (SP)","58277014"
"3548807","São Caetano do Sul (SP)","15566768"
"3548906","São Carlos (SP)","14141854"
"3549003","São Francisco (SP)","51168"
"3549102","São João da Boa Vista (SP)","4135190"
